y_true,y_pred,y_probs
2,2,"[0.0005030612228438258, 0.00037066993536427617, 0.9991262555122375]"
2,2,"[9.98438827082282e-06, 3.986865522165317e-06, 0.9999860525131226]"
2,2,"[0.04435170441865921, 0.07549082487821579, 0.8801575303077698]"
2,2,"[1.6970959082485138e-09, 8.076105340037998e-10, 1.0]"
2,2,"[1.8367831216892228e-05, 1.9379584045964293e-05, 0.9999622106552124]"
2,2,"[0.004086196888238192, 0.001807536231353879, 0.9941061735153198]"
2,2,"[6.264836542868579e-07, 2.985121909659938e-07, 0.9999990463256836]"
2,2,"[7.544918844359927e-06, 2.560997018008493e-06, 0.9999899864196777]"
2,2,"[1.4282230154094577e-07, 8.811613838588528e-08, 0.9999997615814209]"
0,0,"[0.9766349792480469, 0.005079802591353655, 0.018285149708390236]"
1,1,"[0.00014759987243451178, 0.9994169473648071, 0.0004355048295110464]"
2,2,"[0.00047010640264488757, 0.0021077729761600494, 0.9974220991134644]"
0,0,"[0.9895392060279846, 0.0006248311838135123, 0.009835914708673954]"
2,2,"[2.2062788218590867e-07, 1.0916311765640785e-07, 0.9999996423721313]"
1,1,"[0.0025411387905478477, 0.9924237728118896, 0.005035023670643568]"
2,2,"[1.3606328366222442e-06, 6.33492675206071e-07, 0.9999980926513672]"
2,2,"[3.734303027158603e-05, 1.841452467488125e-05, 0.9999443292617798]"
2,0,"[0.5251853466033936, 0.07542445510625839, 0.39939022064208984]"
2,2,"[0.001485636574216187, 0.0009763523121364415, 0.9975380897521973]"
2,2,"[5.59942054678686e-06, 2.5775530048122164e-06, 0.999991774559021]"
1,1,"[0.00042167637730017304, 0.9960132837295532, 0.0035651088692247868]"
0,0,"[0.9975966811180115, 0.0009537524892948568, 0.0014495606301352382]"
2,2,"[5.851886157870467e-07, 1.9748844692912826e-07, 0.9999991655349731]"
2,2,"[8.440044751978348e-08, 3.3210937999683665e-08, 0.9999998807907104]"
2,2,"[3.999854925496038e-06, 3.2786017527541844e-06, 0.9999926090240479]"
0,0,"[0.9980047345161438, 0.0002521927817724645, 0.0017430027946829796]"
2,2,"[7.664135637241998e-07, 2.6257424678988173e-07, 0.9999990463256836]"
2,2,"[3.260271341787302e-06, 1.3300814316608012e-06, 0.9999954700469971]"
0,0,"[0.6094700694084167, 0.020464329048991203, 0.3700655996799469]"
2,2,"[1.6181990076802322e-06, 9.986753184421104e-07, 0.9999973773956299]"
1,1,"[0.0031477941665798426, 0.9870688915252686, 0.009783250279724598]"
0,0,"[0.9991759657859802, 6.877216947032139e-05, 0.0007553324685432017]"
1,1,"[0.01045179646462202, 0.9740645885467529, 0.015483669005334377]"
2,2,"[2.7420305741543416e-06, 1.5989609210009803e-06, 0.9999957084655762]"
2,2,"[2.1137034877938277e-07, 9.648505994164225e-08, 0.9999996423721313]"
0,0,"[0.9999350309371948, 8.195342161343433e-06, 5.675834836438298e-05]"
2,2,"[4.6184027269191574e-06, 3.2139389531948837e-06, 0.9999921321868896]"
2,2,"[3.3670105494820746e-06, 1.4869278857077006e-06, 0.999995231628418]"
2,2,"[2.2399830413633026e-05, 1.957618042069953e-05, 0.9999580383300781]"
2,2,"[1.0906617262662621e-06, 3.605402127959678e-07, 0.9999985694885254]"
2,2,"[6.131959651156649e-08, 3.262036685214298e-08, 0.9999998807907104]"
1,1,"[0.016667572781443596, 0.9533998966217041, 0.029932599514722824]"
2,2,"[0.0004964694962836802, 0.00033060251735150814, 0.9991728663444519]"
2,2,"[2.2180424252837838e-07, 1.049923596951885e-07, 0.9999996423721313]"
2,2,"[2.018974782913574e-07, 1.3745280114108027e-07, 0.9999996423721313]"
0,0,"[0.9960596561431885, 0.0004451967542991042, 0.0034951644483953714]"
0,0,"[0.9996621608734131, 2.2737278413842432e-05, 0.000315131270326674]"
2,2,"[0.00040876827551983297, 0.00018201225611846894, 0.9994091987609863]"
1,1,"[0.00039158525760285556, 0.9985685348510742, 0.0010398714803159237]"
2,2,"[2.371812570345355e-06, 1.8264872778672725e-06, 0.9999958276748657]"
2,2,"[8.158766286214814e-05, 3.5675449908012524e-05, 0.9998828172683716]"
2,2,"[4.857281510339817e-06, 3.26905797010113e-06, 0.9999918937683105]"
0,0,"[0.9998928308486938, 6.019948159519117e-06, 0.0001011099448078312]"
2,2,"[0.0001426883100066334, 6.325810682028532e-05, 0.999794065952301]"
2,2,"[1.1496557306145405e-07, 6.616344450094402e-08, 0.9999997615814209]"
2,2,"[0.07139802724123001, 0.20939858257770538, 0.7192033529281616]"
2,2,"[1.2509032103480422e-06, 1.1295991271254024e-06, 0.9999977350234985]"
2,2,"[0.00010301456495653838, 3.4268323361175135e-05, 0.9998626708984375]"
2,2,"[4.691593957772966e-08, 2.2202812033356167e-08, 1.0]"
2,2,"[9.4043916760711e-06, 6.435680916183628e-06, 0.9999841451644897]"
2,2,"[1.9849018428885756e-08, 8.938978446337842e-09, 1.0]"
0,0,"[0.9999591112136841, 3.4962527024617884e-06, 3.748698509298265e-05]"
2,2,"[1.3495009625330567e-06, 5.466836796585994e-07, 0.9999980926513672]"
2,2,"[9.388919153252573e-08, 4.158844291168862e-08, 0.9999998807907104]"
2,2,"[8.183471891243244e-07, 5.125375537318178e-07, 0.9999986886978149]"
0,0,"[0.9980425834655762, 0.0003941317554563284, 0.0015632288996130228]"
2,2,"[0.0014205984771251678, 0.00028097580070607364, 0.9982984662055969]"
0,0,"[0.9155325293540955, 0.009957411326467991, 0.0745101273059845]"
2,2,"[2.3812536653622374e-07, 1.1163765378796597e-07, 0.9999996423721313]"
2,2,"[1.8193994037574157e-05, 1.2123789019824471e-05, 0.9999696016311646]"
2,2,"[6.543343624798581e-05, 7.515342440456152e-05, 0.9998593330383301]"
2,2,"[0.003405738854780793, 0.00960604753345251, 0.9869881868362427]"
2,2,"[4.220409755362198e-05, 2.4566701540607028e-05, 0.9999332427978516]"
1,1,"[1.3061748177278787e-05, 0.9999336004257202, 5.33733909833245e-05]"
2,2,"[2.0644324649765622e-07, 1.1031746538492371e-07, 0.9999996423721313]"
2,2,"[0.00022121347137726843, 0.00015317559882532805, 0.9996256828308105]"
0,0,"[0.9988162517547607, 0.00018951705715153366, 0.0009942310862243176]"
0,0,"[0.998674750328064, 0.0002782914671115577, 0.001046929508447647]"
2,2,"[1.0969485629175324e-05, 6.473422217823099e-06, 0.9999825954437256]"
2,2,"[1.4836184163868893e-05, 2.9948716473882087e-05, 0.9999552965164185]"
2,2,"[1.995260754483752e-05, 4.4428314140532166e-05, 0.9999356269836426]"
2,2,"[8.13270980870584e-06, 5.7399915931455325e-06, 0.9999861717224121]"
2,2,"[4.8556474212091416e-05, 2.767836303974036e-05, 0.999923825263977]"
2,2,"[4.1604907892178744e-05, 1.8284077668795362e-05, 0.9999401569366455]"
0,0,"[0.9902231693267822, 0.002313261618837714, 0.0074635338969528675]"
0,0,"[0.9998291730880737, 1.2460690413718112e-05, 0.0001583111734362319]"
0,0,"[0.9977261424064636, 0.0004818096640519798, 0.0017920780228450894]"
2,2,"[0.00020865393162239343, 0.0003214227908756584, 0.9994699358940125]"
2,2,"[8.888972661225125e-05, 3.635125540313311e-05, 0.9998747110366821]"
1,1,"[0.0015411069616675377, 0.9952492713928223, 0.0032096276991069317]"
2,1,"[0.008983324281871319, 0.971255362033844, 0.0197613388299942]"
2,2,"[2.5162488981322895e-08, 1.175091668415007e-08, 1.0]"
2,2,"[7.679777809244115e-07, 3.281993201653677e-07, 0.999998927116394]"
2,2,"[9.592524747858988e-07, 6.24042741037556e-07, 0.9999984502792358]"
0,0,"[0.9999673366546631, 2.981441184601863e-06, 2.9633743906742893e-05]"
2,2,"[0.0007289889617823064, 0.0007996988133527339, 0.998471200466156]"
2,2,"[0.0002512488863430917, 0.00025238742819055915, 0.999496340751648]"
1,1,"[0.0003920009476132691, 0.9983173608779907, 0.0012906186748296022]"
1,1,"[0.0027180060278624296, 0.9839249849319458, 0.01335698738694191]"
2,2,"[0.0051608639769256115, 0.003322229953482747, 0.9915169477462769]"
0,0,"[0.999291181564331, 9.874399256659672e-05, 0.000610071059782058]"
2,2,"[4.661857383325696e-05, 3.522879705997184e-05, 0.9999181032180786]"
2,2,"[0.002582335378974676, 0.0007996766362339258, 0.9966179728507996]"
2,2,"[1.198323934659129e-05, 5.947269983153092e-06, 0.9999819993972778]"
2,2,"[5.77265495849133e-07, 3.5990140645481006e-07, 0.9999990463256836]"
2,2,"[0.00022237950179260224, 0.00027340443921275437, 0.9995042085647583]"
2,2,"[7.077172085701022e-06, 6.614282028749585e-06, 0.9999864101409912]"
2,2,"[0.0015309499576687813, 0.0009407941251993179, 0.9975282549858093]"
2,2,"[8.079381586867385e-06, 4.131907644477906e-06, 0.9999877214431763]"
0,0,"[0.9995148181915283, 0.00014398763596545905, 0.00034127425169572234]"
2,2,"[1.773652547853999e-05, 1.5891355360508896e-05, 0.9999663829803467]"
2,2,"[1.9024450921278913e-06, 7.327824960157159e-07, 0.9999973773956299]"
2,2,"[9.77704839897342e-05, 6.395876698661596e-05, 0.9998382329940796]"
1,1,"[0.011504177935421467, 0.9538421630859375, 0.0346536822617054]"
2,2,"[5.6819385463313665e-06, 2.5586502943042433e-06, 0.999991774559021]"
1,1,"[0.00037465349305421114, 0.9980993866920471, 0.0015259780921041965]"
1,1,"[3.1539204883301863e-06, 0.9999791383743286, 1.7680042219581082e-05]"
2,2,"[3.589736252251896e-06, 2.2266210635280004e-06, 0.999994158744812]"
0,0,"[0.9996265172958374, 4.960185106028803e-05, 0.0003238480712752789]"
2,2,"[1.3325522729701333e-07, 6.980553024504843e-08, 0.9999997615814209]"
2,2,"[1.4613453913625563e-07, 5.6626291211614443e-08, 0.9999998807907104]"
2,2,"[0.0005797410267405212, 0.0001563325640745461, 0.9992639422416687]"
2,2,"[1.709741809463594e-05, 1.50122459672275e-05, 0.9999679327011108]"
2,2,"[4.314181933295913e-05, 4.925682515022345e-05, 0.9999076128005981]"
2,2,"[1.72452928381972e-05, 8.922209417505655e-06, 0.9999737739562988]"
0,0,"[0.9997056126594543, 3.0610990506829694e-05, 0.0002637671132106334]"
2,2,"[1.611742561635765e-07, 8.3904311054539e-08, 0.9999997615814209]"
2,2,"[0.00026498461375012994, 7.514967728639022e-05, 0.9996597766876221]"
2,2,"[0.0001226690219482407, 3.398909393581562e-05, 0.9998433589935303]"
2,2,"[1.9373317172721727e-06, 1.2669769375861506e-06, 0.9999967813491821]"
2,2,"[1.2366263945295941e-05, 4.193900622340152e-06, 0.9999834299087524]"
2,2,"[0.00015581340994685888, 0.00011593090312089771, 0.999728262424469]"
0,0,"[0.9994255304336548, 7.852521230233833e-05, 0.0004959785146638751]"
2,2,"[5.4926262237131596e-05, 5.0157992518506944e-05, 0.9998948574066162]"
2,2,"[8.446608035228564e-07, 5.470437827170826e-07, 0.9999985694885254]"
2,2,"[5.184248948353343e-05, 3.4433905966579914e-05, 0.9999136924743652]"
0,0,"[0.9971627593040466, 0.00017382933583576232, 0.0026633921079337597]"
2,2,"[0.00018018094124272466, 0.00013002338528167456, 0.9996898174285889]"
0,0,"[0.9998816251754761, 7.090575763868401e-06, 0.00011127338802907616]"
2,2,"[0.0009028523345477879, 0.0005523061263374984, 0.9985448122024536]"
2,2,"[7.76136133140426e-08, 2.437157498036413e-08, 0.9999998807907104]"
2,2,"[1.6105591384985019e-06, 1.1366560102032963e-06, 0.9999971389770508]"
2,2,"[1.53146538650617e-05, 8.532671927241609e-06, 0.9999761581420898]"
1,1,"[5.021346441935748e-05, 0.9997909665107727, 0.00015879243437666446]"
2,2,"[0.007861853577196598, 0.0037449346855282784, 0.988393247127533]"
2,2,"[3.8233430643686006e-08, 1.387345616166158e-08, 1.0]"
0,0,"[0.9710794687271118, 0.0038983416743576527, 0.02502211555838585]"
2,2,"[1.3332571597857168e-06, 7.702295192757447e-07, 0.9999979734420776]"
2,2,"[1.166882498182531e-06, 8.024670705708559e-07, 0.9999979734420776]"
2,2,"[1.1466556060213406e-07, 4.9982723737684864e-08, 0.9999998807907104]"
2,2,"[1.066854338205303e-06, 6.074823772905802e-07, 0.9999983310699463]"
2,2,"[1.0893644684983883e-05, 4.4294074541539885e-06, 0.9999847412109375]"
2,2,"[2.847731366273365e-06, 1.2077952078470844e-06, 0.9999959468841553]"
2,2,"[2.307977586823995e-09, 8.296359155224309e-10, 1.0]"
2,2,"[8.876357071585517e-08, 5.435848748902572e-08, 0.9999998807907104]"
2,2,"[9.656332622398622e-06, 6.750148713763338e-06, 0.999983549118042]"
2,2,"[1.805085192430056e-09, 6.977073363501063e-10, 1.0]"
2,2,"[1.193724585846212e-07, 4.868027758675453e-08, 0.9999998807907104]"
0,0,"[0.9976937174797058, 0.0005589660140685737, 0.0017472204053774476]"
2,2,"[1.5699597497587092e-05, 8.208694453060161e-06, 0.9999760389328003]"
2,2,"[0.0023181450087577105, 0.006024802103638649, 0.991657018661499]"
1,1,"[5.9223333664704114e-05, 0.9996823072433472, 0.00025852228282019496]"
2,2,"[2.112243464580388e-06, 1.1739890624085092e-06, 0.9999966621398926]"
2,2,"[9.805124818740296e-07, 6.618875545427727e-07, 0.9999983310699463]"
2,2,"[2.0164773104625056e-06, 1.6163371583388653e-06, 0.9999963045120239]"
1,1,"[0.004358317237347364, 0.9832866191864014, 0.012355067767202854]"
2,2,"[0.009999344125390053, 0.09678615629673004, 0.8932144045829773]"
2,2,"[7.010448825894855e-06, 3.498113528621616e-06, 0.9999895095825195]"
1,1,"[0.0011029909364879131, 0.9960647225379944, 0.002832314232364297]"
1,1,"[7.4579227657523e-05, 0.9995682835578918, 0.00035718653816729784]"
1,1,"[0.0007530321599915624, 0.9971228241920471, 0.002124085556715727]"
2,2,"[7.760609150864184e-06, 7.369344075414119e-06, 0.999984860420227]"
2,2,"[2.077541830658447e-05, 1.0580962225503754e-05, 0.9999686479568481]"
0,0,"[0.9926585555076599, 0.0015119252493605018, 0.005829516798257828]"
0,0,"[0.9999665021896362, 4.377753157314146e-06, 2.9040575100225396e-05]"
2,2,"[3.068046510179556e-07, 2.4293586875501205e-07, 0.9999994039535522]"
2,2,"[1.6782925740699284e-05, 8.836494089337066e-06, 0.9999743700027466]"
2,2,"[1.148362849257012e-09, 4.703630818170268e-10, 1.0]"
0,0,"[0.9998695850372314, 1.4096392078499775e-05, 0.0001162778353318572]"
1,1,"[0.002085090847685933, 0.9924566745758057, 0.005458217114210129]"
2,2,"[0.0006873944075778127, 0.0016687316820025444, 0.9976438879966736]"
2,2,"[1.4035368621989619e-05, 2.495569242455531e-05, 0.9999610185623169]"
1,1,"[4.0389968489762396e-05, 0.9997702240943909, 0.00018934831314254552]"
2,2,"[1.5282959793694317e-05, 7.073473170748912e-06, 0.999977707862854]"
2,2,"[0.001154877943918109, 0.00023414230963680893, 0.9986109733581543]"
2,2,"[0.0005088018369860947, 0.00012915176921524107, 0.999362051486969]"
2,2,"[1.6794703697087243e-05, 1.3046364983893e-05, 0.9999701976776123]"
2,2,"[2.0978404791094363e-06, 6.90870649577846e-07, 0.9999971389770508]"
2,2,"[0.004190022591501474, 0.0013886437518522143, 0.9944213032722473]"
2,2,"[1.1514143949398203e-07, 1.88653118016191e-07, 0.9999996423721313]"
2,2,"[0.00030954956309869885, 0.00031452771509066224, 0.9993759989738464]"
2,2,"[3.51399535247765e-07, 2.1465363886363775e-07, 0.9999994039535522]"
2,2,"[4.795999188900169e-07, 2.50302264248603e-07, 0.9999992847442627]"
2,2,"[5.116763077239739e-06, 1.9220501599193085e-06, 0.9999929666519165]"
2,2,"[3.3064504805224715e-06, 1.1911988622159697e-06, 0.9999954700469971]"
0,0,"[0.999962329864502, 2.7285286705591716e-06, 3.494909105938859e-05]"
2,2,"[1.9161427189828828e-05, 2.6094827262568288e-05, 0.9999547004699707]"
2,2,"[3.346119410707615e-05, 9.221684194926638e-06, 0.9999573230743408]"
2,2,"[3.8654466152365785e-06, 1.9137576146022184e-06, 0.9999942779541016]"
2,2,"[2.730676669671084e-06, 1.4464170590144931e-06, 0.9999958276748657]"
2,2,"[5.40414612260065e-06, 4.644244199880632e-06, 0.9999899864196777]"
1,1,"[0.004095754586160183, 0.9884926676750183, 0.0074114929884672165]"
2,2,"[0.0002517647808417678, 0.00019575137412175536, 0.9995524287223816]"
2,2,"[1.9875178622896783e-05, 9.187915566144511e-06, 0.9999709129333496]"
2,2,"[4.886528959247016e-09, 1.6303915995052876e-09, 1.0]"
2,2,"[0.000264480069745332, 0.00029169375193305314, 0.9994438290596008]"
1,1,"[7.427670061588287e-05, 0.9997664093971252, 0.00015937232819851488]"
2,2,"[4.696356427302817e-06, 3.959838522860082e-06, 0.9999914169311523]"
2,2,"[2.189337822144921e-09, 6.607864255769869e-10, 1.0]"
2,2,"[3.4028803383989725e-06, 1.6250612588919466e-06, 0.9999948740005493]"
2,2,"[1.6327708181052003e-06, 2.7811845484393416e-06, 0.9999955892562866]"
2,2,"[0.00712147681042552, 0.012584938667714596, 0.9802936315536499]"
2,2,"[6.16192992310971e-05, 2.7311705707688816e-05, 0.9999110698699951]"
2,2,"[1.6356874539269484e-06, 1.3187010381443542e-06, 0.9999970197677612]"
2,2,"[0.00010170915629714727, 4.278806591173634e-05, 0.9998555183410645]"
0,0,"[0.9992249011993408, 0.00010481277422513813, 0.0006702275131829083]"
2,2,"[4.925555003865156e-06, 4.193072527414188e-06, 0.9999909400939941]"
2,0,"[0.678750216960907, 0.11048786342144012, 0.2107619345188141]"
0,0,"[0.9993035793304443, 7.041828939691186e-05, 0.0006260591326281428]"
2,2,"[8.377278390980791e-07, 8.105842539407604e-07, 0.9999983310699463]"
0,0,"[0.9999475479125977, 4.516028639045544e-06, 4.79013760923408e-05]"
2,2,"[6.491460453617037e-07, 2.8910346827615285e-07, 0.9999991655349731]"
2,2,"[1.491619877924677e-05, 5.904866156924982e-06, 0.9999791383743286]"
2,2,"[0.000950531626585871, 0.0005723469657823443, 0.998477041721344]"
2,2,"[0.40194666385650635, 0.01070125587284565, 0.5873520374298096]"
2,2,"[7.987188837432768e-06, 8.048582458286546e-06, 0.9999839067459106]"
2,2,"[1.3648148069478339e-06, 6.784111405977455e-07, 0.9999979734420776]"
0,0,"[0.9640307426452637, 0.003522696206346154, 0.03244653344154358]"
2,2,"[4.1383111692994135e-07, 1.955950352794389e-07, 0.9999994039535522]"
1,1,"[0.0006525797653011978, 0.9981714487075806, 0.001175949815660715]"
2,2,"[3.8229622987273615e-06, 1.4674989188279142e-06, 0.9999947547912598]"
0,0,"[0.9997192025184631, 2.8926740924362093e-05, 0.00025175994960591197]"
2,2,"[1.502614708215333e-07, 5.099781574813278e-08, 0.9999998807907104]"
2,2,"[3.3705266559991287e-06, 1.0677737236619578e-06, 0.9999955892562866]"
0,0,"[0.9958353042602539, 0.00029375008307397366, 0.0038709468208253384]"
1,1,"[0.00026324306963942945, 0.9989618062973022, 0.00077492103446275]"
2,2,"[0.0003996497252956033, 0.00021380673570092767, 0.9993864297866821]"
1,1,"[0.00030304378014989197, 0.9989855885505676, 0.000711333064828068]"
2,2,"[0.00237286533229053, 0.0005678501329384744, 0.9970592260360718]"
2,2,"[4.19861908085295e-06, 2.011102424148703e-06, 0.9999938011169434]"
1,1,"[0.0019363046158105135, 0.9921843409538269, 0.005879318341612816]"
2,2,"[2.116062880475056e-08, 6.843942301770767e-09, 1.0]"
2,2,"[1.0266575372952502e-05, 5.915975179959787e-06, 0.9999837875366211]"
2,2,"[1.4442759493249469e-05, 1.4390405340236612e-05, 0.9999711513519287]"
2,2,"[1.682919537415728e-05, 1.7513650163891725e-05, 0.9999656677246094]"
0,0,"[0.9980200529098511, 0.0005443806876428425, 0.00143548718187958]"
1,1,"[0.00010464356455486268, 0.9995192289352417, 0.0003761679108720273]"
2,2,"[0.0037219063378870487, 0.08381418138742447, 0.912463903427124]"
2,2,"[1.1589429860237033e-08, 4.660642538567572e-09, 1.0]"
2,2,"[1.50597099946026e-06, 4.780334279530507e-07, 0.9999979734420776]"
0,0,"[0.9943785071372986, 0.001968418713659048, 0.003653048537671566]"
2,2,"[9.302771104557905e-07, 3.964600239214633e-07, 0.9999986886978149]"
2,2,"[3.756223577511264e-06, 1.4553859273291891e-06, 0.9999947547912598]"
1,1,"[0.00013616679643746465, 0.9988948702812195, 0.0009689984144642949]"
0,0,"[0.9998394250869751, 1.4664239643025212e-05, 0.00014587558689527214]"
0,0,"[0.9219633340835571, 0.023797983303666115, 0.054238636046648026]"
2,2,"[0.0006435480900108814, 0.0003760579857043922, 0.9989803433418274]"
0,0,"[0.9803838133811951, 0.002274308819323778, 0.0173418577760458]"
2,2,"[3.287828462816833e-07, 1.4021939875874523e-07, 0.9999995231628418]"
1,1,"[0.0003450694784987718, 0.998555600643158, 0.001099355868063867]"
1,1,"[0.00010612909682095051, 0.9995421171188354, 0.00035180337727069855]"
1,1,"[0.001082087168470025, 0.9972901344299316, 0.0016278495313599706]"
1,1,"[0.004431399516761303, 0.960445761680603, 0.0351228341460228]"
2,2,"[2.9865615942981094e-05, 1.4459762496699113e-05, 0.9999556541442871]"
2,2,"[9.542105772197829e-07, 5.284693997964496e-07, 0.9999985694885254]"
1,1,"[0.00013437893358059227, 0.9993521571159363, 0.0005134551320225]"
2,2,"[3.7133879970951966e-08, 1.884533062934679e-08, 1.0]"
2,2,"[0.0003949178790207952, 0.0002534746308811009, 0.9993515610694885]"
2,2,"[1.2531156698969426e-06, 1.0572367727945675e-06, 0.999997615814209]"
2,2,"[0.016273854300379753, 0.4397298991680145, 0.5439963340759277]"
2,2,"[1.1133143743791152e-05, 3.841835678031202e-06, 0.9999850988388062]"
2,2,"[7.127513867999369e-07, 5.501977398125746e-07, 0.9999986886978149]"
0,2,"[0.13828745484352112, 0.015190426260232925, 0.8465221524238586]"
2,2,"[9.790116018848494e-05, 0.0001147672810475342, 0.9997873902320862]"
2,2,"[0.0001919410569826141, 0.0006100627942942083, 0.9991980195045471]"
2,2,"[1.9877723389072344e-05, 7.970651495270431e-06, 0.9999721050262451]"
0,0,"[0.9973203539848328, 0.00042228613165207207, 0.002257414860650897]"
1,1,"[2.097408923873445e-06, 0.9999887943267822, 9.109998245548923e-06]"
2,2,"[1.0809228569996776e-06, 4.352836526777537e-07, 0.9999984502792358]"
2,2,"[5.22820555488579e-05, 4.134249684284441e-05, 0.9999063014984131]"
2,2,"[0.0001705841423245147, 0.00012312462786212564, 0.9997063279151917]"
0,0,"[0.9988670349121094, 0.0002248582459287718, 0.0009082054602913558]"
0,0,"[0.9996939897537231, 3.0945891921874136e-05, 0.00027501219301484525]"
1,1,"[4.688396074925549e-05, 0.9998069405555725, 0.0001462439977331087]"
2,2,"[0.00032708622165955603, 0.00017533179197926074, 0.9994975328445435]"
2,2,"[2.1247262793622212e-07, 1.1156251389365934e-07, 0.9999996423721313]"
2,2,"[1.2756184730733366e-07, 8.595009148848476e-08, 0.9999997615814209]"
2,2,"[6.794375053686963e-07, 2.948617066067527e-07, 0.9999990463256836]"
2,2,"[1.013352994050365e-05, 5.435474577097921e-06, 0.9999843835830688]"
2,2,"[1.7470064221924986e-06, 2.355142441956559e-06, 0.9999958276748657]"
0,0,"[0.9399657845497131, 0.02055845409631729, 0.03947585076093674]"
2,2,"[2.540333753131563e-06, 2.331119048903929e-06, 0.9999951124191284]"
2,2,"[4.580306356416486e-09, 1.926688808495669e-09, 1.0]"
0,0,"[0.7492721080780029, 0.026008889079093933, 0.22471897304058075]"
2,2,"[0.002016351791098714, 0.0007504619425162673, 0.9972332119941711]"
0,0,"[0.9988755583763123, 6.67040076223202e-05, 0.0010577044449746609]"
0,0,"[0.9973485469818115, 0.00024348053557332605, 0.0024079070426523685]"
2,2,"[1.1090521638834616e-06, 8.448812423011987e-07, 0.9999980926513672]"
0,0,"[0.9997898936271667, 1.1007618013536558e-05, 0.0001991606259252876]"
0,0,"[0.984150230884552, 0.004348060581833124, 0.011501695960760117]"
2,2,"[0.0015180708141997457, 0.005929466802626848, 0.9925525188446045]"
0,0,"[0.9990967512130737, 7.687527249800041e-05, 0.0008265005308203399]"
2,2,"[2.968175249407068e-05, 2.740676973189693e-05, 0.9999428987503052]"
2,2,"[6.014187420078088e-06, 2.989994300151011e-06, 0.9999910593032837]"
0,0,"[0.9984875917434692, 0.0006809447077102959, 0.0008314689621329308]"
2,2,"[0.001043840660713613, 0.010195187292993069, 0.9887608885765076]"
1,1,"[8.690095455676783e-06, 0.999956488609314, 3.487094727461226e-05]"
0,0,"[0.9998677968978882, 1.2035699000989553e-05, 0.00012009870988549665]"
1,1,"[0.0008021994726732373, 0.9967466592788696, 0.002451180247589946]"
1,1,"[0.0002341578947380185, 0.9989870190620422, 0.0007787749636918306]"
2,2,"[4.68479011033196e-05, 2.4071137886494398e-05, 0.9999290704727173]"
2,2,"[3.125055854980019e-06, 1.3446287994156592e-06, 0.9999955892562866]"
2,2,"[9.493971447227523e-06, 1.0209479114564601e-05, 0.9999802112579346]"
2,2,"[0.00018195669690612704, 0.0001973765465663746, 0.9996206760406494]"
2,2,"[4.057515525346389e-06, 1.5788737073307857e-06, 0.9999943971633911]"
0,0,"[0.9975730776786804, 0.0002285321243107319, 0.0021983967162668705]"
2,2,"[7.279965785755849e-08, 1.9414230223446793e-08, 0.9999998807907104]"
2,2,"[5.892031185794622e-05, 2.710612170631066e-05, 0.9999140501022339]"
2,2,"[3.7665688523702556e-06, 4.358009846328059e-06, 0.999991774559021]"
2,2,"[0.0001536875934107229, 5.8477718994254246e-05, 0.9997878670692444]"
2,2,"[0.001150967669673264, 0.0005583150777965784, 0.9982905983924866]"
0,0,"[0.9997935891151428, 1.4501717487291899e-05, 0.00019184713892173022]"
0,0,"[0.8706014752388, 0.01739589497447014, 0.1120026484131813]"
2,2,"[2.8051319532096386e-05, 2.6388292098999955e-05, 0.9999456405639648]"
2,2,"[1.1779890201069065e-06, 1.513733877800405e-06, 0.9999972581863403]"
0,0,"[0.998344898223877, 0.0001233739167219028, 0.0015316605567932129]"
0,0,"[0.9758319854736328, 0.0022587378043681383, 0.021909240633249283]"
2,2,"[7.652598554841461e-08, 3.8243054945041877e-08, 0.9999998807907104]"
0,0,"[0.986212968826294, 0.0019339527934789658, 0.011853152886033058]"
2,2,"[3.090835889452137e-07, 1.880583084812315e-07, 0.9999994039535522]"
2,2,"[0.000313340948196128, 0.0002210078964708373, 0.9994656443595886]"
2,2,"[0.022291360422968864, 0.012490334920585155, 0.9652183055877686]"
2,2,"[1.065580249814957e-06, 5.233840170149051e-07, 0.9999984502792358]"
2,2,"[3.0809984309598804e-05, 2.668618253665045e-05, 0.9999425411224365]"
2,2,"[2.2933643322176067e-06, 1.4997409607531154e-06, 0.9999961853027344]"
0,0,"[0.9984222650527954, 0.0003622477233875543, 0.0012154749128967524]"
2,2,"[7.737119744888332e-07, 1.1046781764889602e-06, 0.9999982118606567]"
2,2,"[1.9401670670049498e-06, 8.227304419961001e-07, 0.9999972581863403]"
2,2,"[1.9241525706092943e-07, 9.765126662841794e-08, 0.9999996423721313]"
0,0,"[0.9999971389770508, 1.7114018646680051e-07, 2.7392120500735473e-06]"
2,2,"[8.240107490564696e-06, 8.025004717637785e-06, 0.9999837875366211]"
2,2,"[0.00033650713157840073, 0.00013192206097301096, 0.999531626701355]"
0,0,"[0.9999576807022095, 2.7355795282346662e-06, 3.955178181058727e-05]"
2,2,"[1.0820047435800006e-07, 5.267459712854361e-08, 0.9999998807907104]"
2,2,"[0.0012585840886458755, 0.0013712020590901375, 0.9973701238632202]"
0,0,"[0.9999905824661255, 7.090351346050738e-07, 8.750444067118224e-06]"
2,2,"[1.2902227354061324e-05, 1.0553452739259228e-05, 0.9999765157699585]"
2,2,"[3.206140536349267e-05, 3.3735177566995844e-05, 0.999934196472168]"
