y_true,y_pred,y_probs
2,2,"[5.1943476137239486e-05, 2.8062748242518865e-05, 0.9999200105667114]"
0,0,"[0.9941294193267822, 0.001647901488468051, 0.004222741350531578]"
2,2,"[0.00015148322563618422, 6.62288221064955e-05, 0.9997822642326355]"
2,2,"[2.3371921997750178e-07, 1.0542822082015846e-07, 0.9999996423721313]"
2,2,"[3.168040336731792e-07, 1.4165946993216494e-07, 0.9999995231628418]"
2,2,"[0.0003797832760028541, 0.00029515812639147043, 0.9993250370025635]"
2,2,"[0.013106507249176502, 0.03889075294137001, 0.9480027556419373]"
2,2,"[2.7008522351934516e-07, 1.314072761715579e-07, 0.9999996423721313]"
2,2,"[1.7013238903018646e-05, 7.776780876156408e-06, 0.9999752044677734]"
2,2,"[1.243345013790531e-05, 5.551029971684329e-06, 0.9999819993972778]"
0,0,"[0.9999470710754395, 3.7092806906002806e-06, 4.9185255193151534e-05]"
2,2,"[0.0001078973727999255, 6.106168439146131e-05, 0.999830961227417]"
2,2,"[0.0003398031694814563, 0.0001469316630391404, 0.9995132684707642]"
1,1,"[0.0002264820650452748, 0.9988422989845276, 0.0009312519687227905]"
2,2,"[5.967413017060608e-06, 2.918389554906753e-06, 0.9999910593032837]"
0,0,"[0.999828577041626, 1.0367793038312811e-05, 0.0001610700855962932]"
2,2,"[4.318686421811435e-07, 1.7157641707399307e-07, 0.9999994039535522]"
2,2,"[1.6303079064527992e-06, 7.432412871821725e-07, 0.999997615814209]"
2,2,"[1.9705665987856946e-09, 5.171971739770242e-10, 1.0]"
2,2,"[5.503738429979421e-05, 2.6825842724065296e-05, 0.9999181032180786]"
2,2,"[0.017119497060775757, 0.013254866935312748, 0.96962571144104]"
0,0,"[0.9634421467781067, 0.003623597789555788, 0.03293433412909508]"
2,2,"[0.00019639405945781618, 0.00011299730249447748, 0.9996906518936157]"
2,2,"[8.878135560053124e-08, 3.8353650921862936e-08, 0.9999998807907104]"
2,2,"[0.00010734956595115364, 0.0001039661219692789, 0.9997887015342712]"
0,0,"[0.9984775185585022, 0.00032040802761912346, 0.0012020888971164823]"
2,2,"[3.881430075125536e-07, 1.9922866556498775e-07, 0.9999994039535522]"
0,0,"[0.9998654127120972, 9.314272574556526e-06, 0.0001252607034984976]"
2,2,"[0.0001352793478872627, 0.00017552671488374472, 0.9996892213821411]"
2,2,"[0.3608303368091583, 0.0078003560192883015, 0.6313692927360535]"
2,2,"[6.827487482041761e-07, 3.307261238205683e-07, 0.999998927116394]"
2,2,"[3.415188757571741e-06, 1.7286467937083216e-06, 0.9999948740005493]"
0,0,"[0.9981622099876404, 0.00035214656963944435, 0.0014857694040983915]"
0,0,"[0.9801243543624878, 0.004393091890960932, 0.015482623130083084]"
0,0,"[0.9999520778656006, 5.004917056794511e-06, 4.287667616154067e-05]"
2,2,"[2.2626698410022072e-05, 1.3024795407545753e-05, 0.9999643564224243]"
2,2,"[3.4348431654507294e-06, 4.290746346669039e-06, 0.9999922513961792]"
0,0,"[0.9996871948242188, 2.0142502762610093e-05, 0.00029267187346704304]"
0,0,"[0.9986639022827148, 0.00016480183694511652, 0.0011713493149727583]"
2,2,"[2.1551097233896144e-05, 1.2781541045114864e-05, 0.9999656677246094]"
0,0,"[0.9998679161071777, 8.534116204828024e-06, 0.00012346012226771563]"
2,2,"[1.5704252291470766e-05, 1.2233447705511935e-05, 0.9999721050262451]"
2,2,"[0.0002324734377907589, 0.00030156655702739954, 0.9994660019874573]"
2,2,"[1.4950554714232567e-06, 3.9137222529461724e-07, 0.9999980926513672]"
0,0,"[0.998228132724762, 0.00017938586825039238, 0.0015925980405882]"
1,1,"[1.3254247278382536e-05, 0.9999562501907349, 3.046353958779946e-05]"
2,2,"[4.906975448193407e-08, 1.3797375686408486e-08, 0.9999998807907104]"
0,0,"[0.9996562004089355, 2.095744821417611e-05, 0.00032283944892697036]"
2,2,"[1.714176505629439e-06, 9.644819556342554e-07, 0.9999973773956299]"
2,2,"[2.5813640149863204e-06, 6.521633508782543e-07, 0.9999967813491821]"
1,1,"[6.505737110273913e-05, 0.9995086193084717, 0.00042635711724869907]"
2,2,"[8.288671779155266e-06, 4.3567029024416115e-06, 0.9999873638153076]"
1,1,"[0.0022913007996976376, 0.9934385418891907, 0.004270114470273256]"
2,2,"[4.167960696577211e-07, 2.573307256170665e-07, 0.9999992847442627]"
1,1,"[0.00026347345556132495, 0.9987001419067383, 0.00103640160523355]"
2,2,"[4.1925501136574894e-05, 3.507937435642816e-05, 0.9999229907989502]"
1,1,"[0.00012352511112112552, 0.9994606375694275, 0.00041582577978260815]"
2,2,"[0.0003265570558141917, 5.468945164466277e-05, 0.9996187686920166]"
0,1,"[0.02564968727529049, 0.9617565274238586, 0.012593814171850681]"
2,2,"[9.62197154876776e-05, 3.6016183003084734e-05, 0.9998677968978882]"
2,2,"[7.871853426877351e-07, 3.2333795729755366e-07, 0.999998927116394]"
0,0,"[0.8373374342918396, 0.002675485797226429, 0.15998703241348267]"
0,0,"[0.9915533661842346, 0.0007707399781793356, 0.007675843313336372]"
2,2,"[2.529909295390098e-07, 1.076635598451503e-07, 0.9999996423721313]"
2,2,"[3.269423132223892e-06, 1.9525054995028768e-06, 0.9999947547912598]"
2,2,"[0.001423790236003697, 0.0008471522014588118, 0.9977291226387024]"
2,2,"[3.60021363121632e-06, 2.187473000958562e-06, 0.999994158744812]"
2,2,"[8.931780939747114e-06, 1.516360862297006e-05, 0.9999759197235107]"
2,2,"[3.825607927865349e-05, 1.873505061666947e-05, 0.9999430179595947]"
2,2,"[0.0002685129002202302, 0.000178833186510019, 0.9995526671409607]"
0,0,"[0.999826967716217, 1.277970750379609e-05, 0.0001603240962140262]"
2,2,"[0.03723728656768799, 0.003438084153458476, 0.9593246579170227]"
2,2,"[1.5259134670486674e-05, 1.1626497325778473e-05, 0.9999730587005615]"
1,1,"[0.0033481481950730085, 0.9950627684593201, 0.0015890216454863548]"
2,1,"[0.06265295296907425, 0.6367882490158081, 0.30055883526802063]"
2,2,"[9.81999619398266e-06, 1.2090948985132854e-05, 0.9999780654907227]"
1,1,"[0.000125061153084971, 0.9995918869972229, 0.00028306199237704277]"
2,2,"[0.006329920142889023, 0.0012274545151740313, 0.9924426078796387]"
2,2,"[3.2801242923596874e-05, 3.5410495911492035e-05, 0.999931812286377]"
0,0,"[0.9933761954307556, 0.0011927809100598097, 0.005431118421256542]"
2,2,"[1.2743049282448737e-08, 4.6373394013699e-09, 1.0]"
2,2,"[5.0664976214420676e-08, 1.838488117300585e-08, 0.9999998807907104]"
2,2,"[0.002839472843334079, 0.003339948132634163, 0.9938206076622009]"
2,2,"[4.586541280104939e-08, 1.519315873110827e-08, 0.9999998807907104]"
1,1,"[7.380006991297705e-06, 0.9999563694000244, 3.620403367676772e-05]"
2,2,"[0.0002734547306317836, 0.0001729313371470198, 0.9995536208152771]"
0,0,"[0.9999988079071045, 4.875884229704752e-08, 1.1872491540998453e-06]"
0,0,"[0.9996172189712524, 2.6371752028353512e-05, 0.0003564312355592847]"
0,0,"[0.9995062351226807, 5.6337456044275314e-05, 0.00043739189277403057]"
2,2,"[0.17719224095344543, 0.02970452606678009, 0.7931031584739685]"
2,2,"[7.831015977899369e-07, 3.410475244436384e-07, 0.999998927116394]"
2,2,"[6.423011654987931e-05, 3.6254452425055206e-05, 0.9998995065689087]"
2,2,"[2.2631581941823242e-06, 1.9990575310657732e-06, 0.9999957084655762]"
0,0,"[0.9824944138526917, 0.0024905940517783165, 0.015014998614788055]"
0,0,"[0.9941064119338989, 0.0015747860306873918, 0.004318758845329285]"
2,2,"[0.010445181280374527, 0.002036629244685173, 0.9875182509422302]"
2,2,"[3.373802246642299e-05, 4.315347905503586e-05, 0.9999231100082397]"
2,2,"[0.0016188510926440358, 0.0007612821646034718, 0.9976198077201843]"
2,2,"[4.2971340008080006e-05, 2.732664688664954e-05, 0.999929666519165]"
2,2,"[2.3996819891181076e-06, 1.6400593949583708e-06, 0.9999959468841553]"
2,2,"[5.23066273672157e-06, 1.0980749721056782e-05, 0.9999837875366211]"
2,2,"[0.00101070839446038, 0.00021345916320569813, 0.9987757802009583]"
0,0,"[0.9999672174453735, 1.558622329866921e-06, 3.128197931800969e-05]"
0,0,"[0.9999409914016724, 3.279414613643894e-06, 5.569135464611463e-05]"
2,2,"[3.010704176631407e-06, 1.3495568964572158e-06, 0.9999955892562866]"
2,2,"[2.826123157717575e-08, 1.202485577778134e-08, 1.0]"
2,2,"[2.227081495220773e-06, 1.042963276631781e-06, 0.9999967813491821]"
0,0,"[0.9996697902679443, 4.359235754236579e-05, 0.0002865523856598884]"
2,2,"[2.5036428269231692e-05, 9.259813850803766e-06, 0.9999656677246094]"
2,2,"[8.885650686352164e-07, 4.573722662826185e-07, 0.9999986886978149]"
1,1,"[0.00046162388753145933, 0.9975419044494629, 0.00199648248963058]"
2,2,"[4.220987648295704e-06, 2.3000668534223223e-06, 0.9999934434890747]"
2,2,"[0.00615360401570797, 0.035218339413404465, 0.9586280584335327]"
2,2,"[0.09302453696727753, 0.19405998289585114, 0.7129154205322266]"
2,2,"[1.2068089745298494e-06, 5.092515493743122e-07, 0.9999983310699463]"
0,0,"[0.9977849125862122, 0.00034739813418127596, 0.0018677099142223597]"
2,2,"[0.0001930672297021374, 0.00019407090439926833, 0.9996128678321838]"
2,2,"[6.26500664679952e-08, 1.7266684082528627e-08, 0.9999998807907104]"
2,2,"[0.034415505826473236, 0.02422158420085907, 0.9413628578186035]"
2,2,"[3.131479388684966e-05, 4.404582068673335e-05, 0.9999246597290039]"
2,2,"[2.0278132506490465e-09, 7.003659319160249e-10, 1.0]"
2,2,"[0.00014671654207631946, 4.009190888609737e-05, 0.9998132586479187]"
2,2,"[1.0233197400566496e-08, 2.6991278101462512e-09, 1.0]"
2,2,"[3.870134150929516e-06, 2.076397322525736e-06, 0.9999940395355225]"
2,2,"[7.300632569240406e-05, 4.533178071142174e-05, 0.9998816251754761]"
0,0,"[0.999262273311615, 0.00011277107114437968, 0.0006249625002965331]"
2,2,"[0.0001514584437245503, 0.00044613354839384556, 0.9994024038314819]"
0,0,"[0.9897068738937378, 0.0028716428205370903, 0.007421442307531834]"
2,2,"[0.00022713499492965639, 0.00027908975607715547, 0.9994937181472778]"
0,0,"[0.9994087219238281, 7.486295362468809e-05, 0.0005164420581422746]"
0,0,"[0.9016868472099304, 0.029236935079097748, 0.06907626986503601]"
0,0,"[0.998843789100647, 0.000225298193981871, 0.000930896436329931]"
2,2,"[3.237750934204087e-05, 2.813376886479091e-05, 0.9999394416809082]"
0,0,"[0.9918261766433716, 0.001346231554634869, 0.006827628705650568]"
2,2,"[0.0006096207071095705, 0.00024956907145678997, 0.999140739440918]"
0,0,"[0.9999146461486816, 9.15894088393543e-06, 7.619349344167858e-05]"
2,2,"[1.784512271285621e-08, 6.7434675621314e-09, 1.0]"
1,1,"[0.000594847952015698, 0.9978349804878235, 0.0015701432712376118]"
2,2,"[0.004912682808935642, 0.0008835549815557897, 0.9942037463188171]"
0,0,"[0.7103175520896912, 0.025422461330890656, 0.2642599642276764]"
2,2,"[1.4174843272485305e-05, 6.047194801794831e-06, 0.9999797344207764]"
2,2,"[9.47825469665986e-07, 6.097321261222532e-07, 0.9999984502792358]"
2,2,"[3.5157401725882664e-05, 1.7369618944940157e-05, 0.9999474287033081]"
2,2,"[3.662591097963741e-06, 2.1137677777005592e-06, 0.9999942779541016]"
2,2,"[2.520716435583381e-08, 1.1595377102935345e-08, 1.0]"
0,0,"[0.9975307583808899, 0.00051819410873577, 0.0019510252168402076]"
2,2,"[0.005596773233264685, 0.0007734816754236817, 0.9936297535896301]"
2,2,"[1.6560084986849688e-05, 9.171259989670943e-06, 0.999974250793457]"
2,2,"[0.000964628008659929, 0.006426032166928053, 0.9926093220710754]"
2,2,"[5.925265327277884e-07, 4.7543602477162494e-07, 0.999998927116394]"
2,2,"[8.450430755146954e-07, 2.69695078713994e-07, 0.999998927116394]"
2,2,"[1.4456274584517814e-05, 1.559773772896733e-05, 0.9999699592590332]"
2,2,"[1.2759677758822363e-07, 3.459060238242273e-08, 0.9999998807907104]"
2,2,"[3.994831331510795e-06, 1.3159806258045137e-06, 0.9999946355819702]"
2,2,"[0.0033071378711611032, 0.003443764289841056, 0.9932490587234497]"
2,2,"[7.789218216203153e-05, 5.355872053769417e-05, 0.9998685121536255]"
0,0,"[0.9767781496047974, 0.013037793338298798, 0.010183999314904213]"
2,2,"[1.0951633157674223e-05, 1.5700259609729983e-05, 0.9999732971191406]"
2,2,"[1.188449516575929e-07, 4.8541849650973745e-08, 0.9999998807907104]"
2,2,"[1.7439091948290297e-08, 6.513976913424813e-09, 1.0]"
2,2,"[0.0007721850997768342, 0.0007722735172137618, 0.9984555244445801]"
2,2,"[2.1735738755523926e-06, 1.6675304550517467e-06, 0.9999961853027344]"
0,0,"[0.9969221949577332, 0.0007278146804310381, 0.0023500239476561546]"
0,0,"[0.9962450861930847, 0.0004861834167968482, 0.0032686602789908648]"
2,2,"[4.048401751788333e-05, 3.703656329889782e-05, 0.999922513961792]"
0,0,"[0.9545465707778931, 0.00974313635379076, 0.03571024537086487]"
0,0,"[0.9975907802581787, 0.0003154151199851185, 0.00209387531504035]"
0,0,"[0.9999047517776489, 7.891162567830179e-06, 8.735423762118444e-05]"
2,2,"[2.0425792172318324e-05, 1.232524482475128e-05, 0.9999672174453735]"
2,2,"[1.666464015670499e-07, 5.5325298120578736e-08, 0.9999997615814209]"
2,2,"[3.0446122423199995e-07, 1.6922126633289736e-07, 0.9999995231628418]"
2,2,"[0.0005796992336399853, 0.0025986675173044205, 0.9968216419219971]"
2,2,"[1.187287239190482e-06, 4.045744788072625e-07, 0.9999984502792358]"
2,2,"[1.385294297051587e-07, 3.7070119418558534e-08, 0.9999998807907104]"
2,2,"[8.030577737372369e-05, 0.00010045395902125165, 0.9998192191123962]"
2,2,"[0.00021361157996580005, 0.00014688647934235632, 0.9996395111083984]"
1,1,"[0.00022574902686756104, 0.9992659687995911, 0.0005082566058263183]"
0,0,"[0.9999995231628418, 1.1841019720293389e-08, 5.161147100807284e-07]"
2,2,"[0.0023369868285954, 0.003532836213707924, 0.9941301941871643]"
0,0,"[0.9997972846031189, 2.343714004382491e-05, 0.00017923417908605188]"
2,2,"[0.00014167025801725686, 6.547428347403184e-05, 0.9997928738594055]"
2,2,"[3.936143184546381e-05, 2.085913365590386e-05, 0.9999397993087769]"
1,1,"[0.00027946397312916815, 0.9989744424819946, 0.0007461183704435825]"
2,2,"[4.897485155197501e-07, 2.4817185817482823e-07, 0.9999992847442627]"
2,2,"[2.145781763829291e-05, 3.801811908488162e-05, 0.9999405145645142]"
2,2,"[1.3853964446752798e-05, 5.061428510089172e-06, 0.9999810457229614]"
2,2,"[1.2197090200061211e-06, 3.639182750703185e-07, 0.9999984502792358]"
2,2,"[0.00057191401720047, 0.0002884578425437212, 0.9991395473480225]"
2,2,"[8.515689131627369e-08, 3.102462287074559e-08, 0.9999998807907104]"
2,2,"[8.593585789640201e-07, 4.298245812606183e-07, 0.9999986886978149]"
2,2,"[6.714756182191195e-06, 6.285147264861735e-06, 0.999987006187439]"
2,2,"[4.017137598566478e-06, 4.4192897803441156e-06, 0.9999915361404419]"
0,0,"[0.9861189126968384, 0.0028852811083197594, 0.010995801538228989]"
2,2,"[1.5278018850040098e-07, 7.066502405450592e-08, 0.9999997615814209]"
2,2,"[5.1358656492084265e-06, 2.4719827251828974e-06, 0.9999923706054688]"
2,2,"[1.1443167124980391e-07, 5.4545953531714986e-08, 0.9999998807907104]"
1,1,"[0.00025435438146814704, 0.9991410970687866, 0.0006044264882802963]"
2,2,"[7.489926247217227e-06, 1.3703855984203983e-05, 0.99997878074646]"
0,0,"[0.9984837174415588, 0.0003295163915026933, 0.001186842448078096]"
2,2,"[9.800878615351394e-06, 8.772356522968039e-06, 0.9999814033508301]"
2,2,"[3.2254692996502854e-06, 3.4895003864221508e-06, 0.9999933242797852]"
2,2,"[4.0100036130752414e-05, 2.9772831112495624e-05, 0.9999301433563232]"
2,2,"[0.00010804719931911677, 7.428241951856762e-05, 0.9998176693916321]"
0,0,"[0.9975019097328186, 0.0003492269606795162, 0.0021488757338374853]"
1,1,"[6.334281351882964e-05, 0.9997798800468445, 0.00015688773419242352]"
2,2,"[3.8285094206003123e-07, 1.5588723556447803e-07, 0.9999994039535522]"
2,0,"[0.6152553558349609, 0.04548460990190506, 0.3392600119113922]"
2,2,"[0.0019720608834177256, 0.2637752592563629, 0.7342526912689209]"
0,0,"[0.997570812702179, 0.00044193051871843636, 0.0019872912671417]"
2,2,"[2.563287580414908e-06, 1.2658470041060355e-06, 0.9999961853027344]"
2,2,"[1.8249515051138587e-05, 7.359356914093951e-06, 0.9999743700027466]"
0,0,"[0.9999895095825195, 4.573436456212221e-07, 1.004826117423363e-05]"
0,0,"[0.9949761629104614, 0.001188727910630405, 0.0038351186085492373]"
2,2,"[0.00043269418529234827, 0.00045161248999647796, 0.9991156458854675]"
2,2,"[0.0006866593612357974, 0.0004074328753631562, 0.9989058971405029]"
2,2,"[0.0003280757227912545, 0.00021322596876416355, 0.9994587302207947]"
2,2,"[4.864820766670164e-06, 3.9347146412183065e-06, 0.9999911785125732]"
2,2,"[1.3056501302344259e-06, 1.03556544672756e-06, 0.999997615814209]"
2,2,"[6.147145654722408e-07, 3.007060058735078e-07, 0.9999990463256836]"
0,0,"[0.9999909400939941, 4.120507526295114e-07, 8.645261004858185e-06]"
0,0,"[0.9995020627975464, 7.12766486685723e-05, 0.0004266355826985091]"
0,0,"[0.9999972581863403, 7.563841819546724e-08, 2.663646910150419e-06]"
2,2,"[1.2076641908720376e-08, 3.6209371057083217e-09, 1.0]"
1,1,"[0.00023119657998904586, 0.9988779425621033, 0.0008907779701985419]"
2,2,"[0.0035600822884589434, 0.0017531795892864466, 0.9946867227554321]"
2,2,"[1.4548043509421404e-05, 1.9893390344805084e-05, 0.9999655485153198]"
2,2,"[2.851259750968893e-06, 1.807342982829141e-06, 0.9999953508377075]"
2,2,"[8.893532594811404e-07, 6.242826202651486e-07, 0.9999984502792358]"
2,2,"[4.78579277114477e-05, 3.085175922024064e-05, 0.9999213218688965]"
2,2,"[0.00010356125858379528, 0.00028253099299035966, 0.9996139407157898]"
0,0,"[0.9994004964828491, 5.878265073988587e-05, 0.0005407127318903804]"
2,2,"[9.321250331595365e-07, 4.895211986877257e-07, 0.9999985694885254]"
2,2,"[0.0032201004214584827, 0.0038879960775375366, 0.9928919076919556]"
0,0,"[0.9977012276649475, 0.00022353210079018027, 0.00207530171610415]"
2,2,"[7.611317414557561e-06, 3.709771362991887e-06, 0.9999886751174927]"
2,2,"[6.4330561144743115e-06, 6.297688742051832e-06, 0.9999872446060181]"
2,2,"[2.6925572456093505e-05, 1.4899919733579736e-05, 0.9999581575393677]"
2,2,"[4.773041837324854e-07, 4.2066304217769357e-07, 0.9999990463256836]"
2,2,"[0.0002573735546320677, 0.00032401859061792493, 0.9994186162948608]"
2,2,"[3.7077901993143314e-07, 1.3342101112812088e-07, 0.9999995231628418]"
1,1,"[6.45852051093243e-05, 0.9996364116668701, 0.0002989495696965605]"
0,0,"[0.9952040910720825, 0.0005485207075253129, 0.004247509874403477]"
2,2,"[0.00014690063835587353, 0.00012671864533331245, 0.9997263550758362]"
0,0,"[0.9996064305305481, 7.273303344845772e-05, 0.00032094959169626236]"
2,2,"[2.9774197173537686e-05, 1.139127471105894e-05, 0.999958872795105]"
0,0,"[0.9975886344909668, 0.00026571680791676044, 0.002145762089639902]"
0,0,"[0.9989107847213745, 0.0002769606944639236, 0.0008122019935399294]"
2,2,"[0.0003742818662431091, 0.00031489436514675617, 0.9993108510971069]"
2,2,"[7.692631334066391e-05, 0.00017160072457045317, 0.9997515082359314]"
2,2,"[0.03145802393555641, 0.03354759141802788, 0.9349943995475769]"
1,1,"[0.0011572812218219042, 0.9944737553596497, 0.004368987865746021]"
2,2,"[0.00016876259178388864, 0.0008456787327304482, 0.9989855885505676]"
2,2,"[0.00036865525180473924, 0.0013078056508675218, 0.9983235001564026]"
2,2,"[0.0008420585072599351, 0.00046044777263887227, 0.9986975193023682]"
0,0,"[0.9980271458625793, 0.000318543694447726, 0.0016543876845389605]"
2,2,"[4.9865107598634495e-09, 1.6157395421600995e-09, 1.0]"
2,2,"[0.000152010063175112, 0.00011767293472075835, 0.9997302889823914]"
2,2,"[0.00014796316099818796, 0.0001638087269384414, 0.9996882677078247]"
2,2,"[0.00016490774578414857, 0.0001252309448318556, 0.9997097849845886]"
2,2,"[0.00016529900312889367, 5.53762074559927e-05, 0.9997792840003967]"
0,0,"[0.9993011951446533, 0.00012850995699409395, 0.000570256554055959]"
0,0,"[0.9984387755393982, 0.00018618810281623155, 0.0013750329380854964]"
2,2,"[7.465280759788584e-06, 3.2214506973105017e-06, 0.9999892711639404]"
2,2,"[2.594106445030775e-05, 3.363637733855285e-05, 0.9999403953552246]"
2,2,"[2.033721648331266e-05, 7.711711987212766e-06, 0.9999719858169556]"
2,2,"[5.6238372053485364e-05, 3.2141142582986504e-05, 0.9999116659164429]"
1,1,"[0.008222979493439198, 0.9764974117279053, 0.015279562212526798]"
2,2,"[5.084627900941996e-07, 4.7014674464662676e-07, 0.9999990463256836]"
2,2,"[1.6159177903318778e-05, 7.046575774438679e-06, 0.9999767541885376]"
1,1,"[2.0400382709340192e-05, 0.9999030828475952, 7.650066982023418e-05]"
1,1,"[6.940691673662513e-05, 0.9997276663780212, 0.0002029186871368438]"
0,0,"[0.9991987347602844, 0.00011425841512391344, 0.0006870237994007766]"
2,2,"[1.5009415619715583e-05, 6.3682850850455e-06, 0.9999786615371704]"
2,2,"[9.906702871376183e-06, 5.51027324036113e-06, 0.999984622001648]"
2,2,"[4.424165126692969e-06, 2.9090990665281424e-06, 0.9999926090240479]"
2,2,"[0.004341689869761467, 0.0013648567255586386, 0.9942933917045593]"
0,0,"[0.9983568787574768, 0.000195417131180875, 0.0014476750511676073]"
1,1,"[0.0002515879459679127, 0.997714638710022, 0.002033870667219162]"
2,2,"[0.00013529312855098397, 3.735678910743445e-05, 0.9998273253440857]"
2,2,"[3.6585237950248484e-08, 1.4963948302693098e-08, 1.0]"
2,2,"[8.086703928711358e-06, 7.188260042312322e-06, 0.9999847412109375]"
2,2,"[3.869614374707453e-06, 1.841645371314371e-06, 0.9999942779541016]"
2,2,"[3.63160579581745e-05, 1.6301024515996687e-05, 0.9999474287033081]"
2,2,"[5.0607966841198504e-05, 5.8281806559534743e-05, 0.9998910427093506]"
2,2,"[2.004985475423382e-07, 9.5250470621977e-08, 0.9999997615814209]"
2,2,"[4.656074816011824e-05, 2.9926693969173357e-05, 0.9999234676361084]"
2,2,"[1.9012240670690517e-07, 1.1485848716574765e-07, 0.9999996423721313]"
2,2,"[3.617170136749337e-07, 1.60590573727859e-07, 0.9999995231628418]"
2,2,"[9.413011866854504e-06, 5.724578841181938e-06, 0.999984860420227]"
0,0,"[0.9830716252326965, 0.004908113740384579, 0.012020322494208813]"
2,2,"[3.430708943596983e-07, 1.884432521137569e-07, 0.9999995231628418]"
2,2,"[4.1808081618910364e-07, 1.1219777462656566e-07, 0.9999995231628418]"
2,2,"[1.7984872101806104e-05, 1.1582905244722497e-05, 0.9999704360961914]"
2,2,"[1.7302740218383406e-07, 7.851065930708501e-08, 0.9999997615814209]"
2,2,"[1.296512053272636e-08, 6.204261993048021e-09, 1.0]"
1,1,"[0.00526793347671628, 0.9835678339004517, 0.011164234951138496]"
2,2,"[0.0001611212792340666, 0.00013029607362113893, 0.9997085928916931]"
2,2,"[6.732745532644913e-05, 3.8223835872486234e-05, 0.999894380569458]"
2,2,"[4.381185547686073e-08, 2.0425572344606735e-08, 0.9999998807907104]"
1,1,"[2.7507154300110415e-05, 0.999862551689148, 0.00010995477350661531]"
2,2,"[3.3534487187125706e-08, 1.66447815530546e-08, 1.0]"
2,2,"[1.6596140994806774e-07, 1.1435998459319308e-07, 0.9999997615814209]"
0,0,"[0.9457718133926392, 0.01945125125348568, 0.034776926040649414]"
0,0,"[0.9850146174430847, 0.004141815006732941, 0.010843570344150066]"
2,2,"[1.216483136445845e-09, 4.54262322202581e-10, 1.0]"
2,2,"[3.075138579333725e-07, 1.3479329652454908e-07, 0.9999995231628418]"
0,0,"[0.9987315535545349, 0.00018228459521196783, 0.0010862130438908935]"
2,2,"[5.160266937309643e-06, 3.269733497290872e-06, 0.9999915361404419]"
0,0,"[0.9181589484214783, 0.06844032555818558, 0.013400628231465816]"
1,1,"[0.000526816351339221, 0.9978659749031067, 0.0016072525177150965]"
2,2,"[1.4537038168782601e-06, 5.351137701836706e-07, 0.9999979734420776]"
2,2,"[0.23677237331867218, 0.013850280083715916, 0.7493773698806763]"
2,2,"[3.380139605724253e-05, 2.1226394892437384e-05, 0.9999449253082275]"
0,0,"[0.9995267391204834, 1.3324669453140814e-05, 0.00045987541670911014]"
2,2,"[0.00037005895865149796, 0.00037096175947226584, 0.9992589354515076]"
2,2,"[0.0003229269932489842, 0.00021700523211620748, 0.9994600415229797]"
0,0,"[0.9959173798561096, 0.0006676252814941108, 0.0034150986466556787]"
0,0,"[0.9907394647598267, 0.0010046199895441532, 0.008255894295871258]"
2,2,"[0.09607040137052536, 0.07418107241392136, 0.8297485113143921]"
2,2,"[4.416084266267717e-06, 2.970122068290948e-06, 0.9999926090240479]"
0,0,"[0.9998062252998352, 5.585995313595049e-05, 0.00013790470256935805]"
2,2,"[5.597155450232094e-06, 5.7429956541454885e-06, 0.9999886751174927]"
2,2,"[4.23183519160375e-05, 1.8887298210756853e-05, 0.9999388456344604]"
1,1,"[0.0006656866171397269, 0.9966168999671936, 0.002717439318075776]"
0,0,"[0.9946739673614502, 0.0012189253466203809, 0.004107107408344746]"
2,2,"[0.00010014130384661257, 8.120656275423244e-05, 0.9998186230659485]"
2,2,"[2.521623230222758e-07, 1.6359498999918287e-07, 0.9999996423721313]"
0,0,"[0.999745786190033, 3.2466774428030476e-05, 0.0002217937435489148]"
2,2,"[3.179912937412155e-06, 1.2485265870054718e-06, 0.9999955892562866]"
2,2,"[4.013473244413035e-06, 3.459463869148749e-06, 0.9999924898147583]"
2,2,"[1.1119043847429566e-05, 4.612010343407746e-06, 0.9999842643737793]"
0,0,"[0.9998879432678223, 3.019179348484613e-05, 8.19221677375026e-05]"
2,2,"[4.444207775122777e-07, 1.7264625284951762e-07, 0.9999994039535522]"
2,2,"[8.477314850097173e-07, 5.383130883274134e-07, 0.9999985694885254]"
0,0,"[0.9995868802070618, 4.3669293518178165e-05, 0.0003695136110763997]"
1,1,"[0.0007737327832728624, 0.9967435002326965, 0.0024827830493450165]"
2,2,"[1.758422172315477e-07, 1.0687423213084912e-07, 0.9999997615814209]"
2,2,"[8.329325851264002e-07, 3.3165497370646335e-07, 0.9999988079071045]"
1,1,"[0.003939357120543718, 0.9729011058807373, 0.023159587755799294]"
2,2,"[0.00032881629886105657, 0.0004884712980128825, 0.9991826415061951]"
2,2,"[8.08637105365051e-06, 8.244610398833174e-06, 0.9999836683273315]"
2,2,"[3.1537374525214545e-06, 3.2766263302619336e-06, 0.9999935626983643]"
2,2,"[3.8603366192546673e-07, 1.8023526138222223e-07, 0.9999994039535522]"
2,2,"[7.959501090226695e-05, 4.594930214807391e-05, 0.999874472618103]"
2,2,"[1.4609705431212205e-05, 2.3611914002685808e-05, 0.9999617338180542]"
0,0,"[0.9994387030601501, 0.0001013764922390692, 0.0004598827217705548]"
2,2,"[0.0002802223898470402, 0.00011943197023356333, 0.999600350856781]"
0,0,"[0.9992252588272095, 6.636884791078046e-05, 0.0007083385135047138]"
2,2,"[2.6577138214634033e-06, 1.2409406053848215e-06, 0.9999960660934448]"
